customer_id,region,customer_segment,plan_type,monthly_fee,data_usage_gb,call_minutes,overage_charges,complaints_count,service_downtime_minutes,payment_delay_days,churn_risk_score,snapshot_month
4063,Cairo,consumer,unlimited,929.0,43.02404856929864,400.51139272046686,66,1,21.40504872295233,10,0.252583313578131,2026-01
4064,Cairo,consumer,basic,191.0,31.868264722125563,353.5188613562542,50,1,11.56107787611438,0,0.22028567939570073,2026-01
4065,UpperEgypt,SME,basic,174.0,51.8102155468689,288.1471087454569,45,3,21.344124785741148,3,0.31703803796212127,2026-01
4066,Giza,SME,premium,510.0,35.63250102054565,250.33214889854747,0,3,25.27374700260234,5,0.3736880784795388,2026-01
4067,Cairo,consumer,unlimited,852.0,66.27364820070237,414.901441036096,34,1,2.920646614952293,7,0.30419115342850866,2026-01
4068,Cairo,consumer,unlimited,771.0,65.89937397011501,257.7946876082192,13,1,32.54512745361989,6,0.2138674014179496,2026-01
4069,Cairo,SME,premium,483.0,44.39409441003344,363.40242784675604,28,1,16.597995405758518,6,0.271335223970566,2026-01
4070,Giza,enterprise,unlimited,1153.5,42.85725363755784,319.70343358516044,99,2,10.238769797553228,0,0.11673261938570381,2026-01
4071,Cairo,consumer,unlimited,960.0,46.26651658851039,210.5601690135281,25,1,22.346293866800185,12,0.27558340159369593,2026-01
4072,UpperEgypt,SME,premium,435.0,60.62356518008661,149.0146486780736,57,1,24.571527011085745,1,0.22217435880329414,2026-01
4073,Alex,enterprise,premium,715.5,63.53339624024897,293.373813032701,34,1,15.32563655035107,6,0.21295633636577938,2026-01
4074,Giza,consumer,premium,528.0,39.13700936549968,247.53281195510368,31,2,6.665587172142995,1,0.20119812416387872,2026-01
4075,Delta,enterprise,basic,355.5,19.480411429820272,410.82881373774524,16,5,43.77468770039163,8,0.25090389347356484,2026-01
4076,Giza,consumer,unlimited,789.0,58.235329525839475,324.5657125097573,65,5,34.9091607129838,3,0.2905586396854617,2026-01
4077,UpperEgypt,consumer,unlimited,987.0,49.63422307715164,295.9080833615507,0,3,29.10256176313926,0,0.24141583839690384,2026-01
4078,Giza,SME,unlimited,977.0,72.21269280469677,453.68874669741206,44,3,20.53952251416483,9,0.2360694588362518,2026-01
4079,UpperEgypt,consumer,premium,412.0,80.63922306860738,364.73363126264235,10,2,24.377378933106918,7,0.256772488924056,2026-01
4080,Cairo,consumer,premium,542.0,22.473224868393203,294.74820920722993,85,1,2.572641782252475,1,0.04899967789226187,2026-01
4081,Alex,enterprise,unlimited,1294.5,39.58937672782104,333.4831480791423,121,0,23.66517870310795,9,0.15709969555974937,2026-01
4082,Delta,consumer,premium,492.0,44.51852566100593,193.1217755589086,57,4,38.89995050180811,1,0.31636376667043303,2026-01
4083,UpperEgypt,SME,premium,446.0,63.68855097392171,404.85388860530975,70,1,24.02242927587504,8,0.33779899111171496,2026-01
4084,UpperEgypt,consumer,unlimited,931.0,59.195395495722046,166.01085091588433,73,1,8.08407881766983,2,0.165348824254534,2026-01
4085,Giza,consumer,unlimited,706.0,56.66818771496423,312.64556636300136,82,2,23.599390956741427,0,0.18208757640411316,2026-01
4086,Cairo,consumer,basic,235.0,51.05278999667544,339.66108098705587,84,3,13.89176044395711,0,0.26532134419204206,2026-01
4087,Cairo,consumer,premium,556.0,52.842418051752745,349.36873850914793,41,3,27.945460175837397,0,0.33250937780169404,2026-01
4088,UpperEgypt,consumer,basic,189.0,51.69622185356313,437.6201650539015,123,1,7.233132299728084,14,0.22501875731391424,2026-01
4089,UpperEgypt,consumer,basic,206.0,79.1376541833259,272.4474725414956,17,1,17.807110698565534,0,0.11485423195357197,2026-01
4090,Giza,consumer,basic,226.0,40.96837728671925,426.0343363704065,47,2,28.901119443243296,6,0.2557940275951055,2026-01
4091,Giza,SME,premium,408.0,25.04881503659975,328.8406200368394,0,1,13.399572818514693,3,0.206870033874402,2026-01
4092,Giza,SME,unlimited,782.0,29.481276672938098,368.09577469672746,53,3,24.606896967041465,4,0.25534644732028267,2026-01
4093,Cairo,consumer,unlimited,862.0,34.85243197172026,332.8802024512611,72,2,13.30027189647872,0,0.24844662214045843,2026-01
4094,Alex,consumer,premium,475.0,31.05617762333483,356.43434420879066,50,2,32.16243591416061,10,0.3500729209601326,2026-01
4095,Alex,consumer,basic,162.0,71.59361576666369,208.8255399742128,28,2,5.808852266642111,11,0.3658752209134846,2026-01
4096,Giza,consumer,basic,190.0,81.61335499895259,441.4035722169541,49,5,34.16142381541743,12,0.5251027871056093,2026-01
4097,Cairo,consumer,unlimited,856.0,54.44907883320521,174.71031331573354,55,1,21.3764164045636,4,0.16439575489998573,2026-01
4098,Giza,SME,basic,178.0,32.16264434147889,225.74586228891692,9,2,1.1665896902710742,7,0.19694671265011143,2026-01
4099,Giza,consumer,unlimited,789.0,30.415975312777032,322.08766957243813,7,1,23.703348812778074,1,0.18329652841295335,2026-01
4100,Cairo,SME,basic,189.0,22.193183378098652,297.3041766447427,63,3,25.36919953322549,9,0.37680386116832915,2026-01
4101,UpperEgypt,consumer,basic,188.0,53.60313312268505,262.0737437662141,88,3,31.23840410797065,6,0.24107309289945983,2026-01
4102,Delta,SME,premium,536.0,54.68100573632863,493.49221986783095,71,3,30.779645628045092,0,0.2787895728445594,2026-01
4103,UpperEgypt,consumer,unlimited,905.0,25.910479439022772,475.28972841416845,0,3,27.483056266755884,12,0.3499327750161355,2026-01
4104,Giza,SME,premium,515.0,42.30785231574003,317.6327372047694,0,3,20.80084146526051,1,0.31552658075945217,2026-01
4105,Cairo,consumer,premium,548.0,48.161112101287046,227.16804487582783,44,1,21.588304377229996,8,0.2369586291773207,2026-01
4106,Alex,SME,unlimited,775.0,47.52008421005639,190.4306027909667,4,1,16.357131201757994,5,0.14095732936766647,2026-01
4107,Giza,consumer,unlimited,950.0,45.14331787782798,235.70947404566584,40,2,8.568520229540926,5,0.22049011478989025,2026-01
4108,Alex,consumer,premium,503.0,51.99077935665383,377.1803145327736,25,2,2.142749232132658,4,0.28921335986636487,2026-01
4109,Alex,consumer,basic,183.0,62.69345488121235,309.60916533553444,61,2,23.553877673378487,1,0.1914886924291036,2026-01
4110,Giza,consumer,premium,598.0,54.44976142486801,410.57912508981076,63,1,27.83975941015451,7,0.21210472201403524,2026-01
4111,Cairo,consumer,basic,155.0,75.31461147828414,256.79426298288985,71,0,18.787099079494357,9,0.1771641521280607,2026-01
4112,Cairo,consumer,premium,509.0,69.43435673888834,387.1681973876788,63,3,12.642544463719902,0,0.2821933920228136,2026-01
4113,Alex,consumer,premium,457.0,46.595486121638935,69.8007291256933,54,1,19.09182401845559,8,0.19364756360557284,2026-01
4114,Cairo,consumer,premium,471.0,37.2786952209834,386.2572422505136,77,1,23.14802427871384,8,0.20304731873686918,2026-01
4115,Giza,SME,premium,539.0,58.48034823396121,238.48635618026051,18,2,34.58121938154987,7,0.20453908784687835,2026-01
4116,Cairo,SME,premium,581.0,75.99482823815147,272.8338261414741,10,0,19.51225883410326,16,0.363066062977479,2026-01
4117,UpperEgypt,SME,basic,159.0,54.39218947672071,303.754726715163,52,3,37.56982601137836,10,0.2912528653134786,2026-01
4118,Alex,SME,premium,563.0,34.6101663932238,344.1037186683234,41,0,7.866945395912669,1,0.03201992232186893,2026-01
4119,Giza,enterprise,unlimited,1482.0,57.26497023246641,393.3564758059058,21,3,20.491531693342772,7,0.2695785892956692,2026-01
4120,Cairo,consumer,basic,237.0,48.420438242589285,298.5787229239252,70,3,26.325152962980052,2,0.30776369843932816,2026-01
4121,Alex,SME,premium,406.0,36.92812451706645,346.04787419616474,112,0,14.049325125484698,2,0.23702069344972335,2026-01
4122,Giza,consumer,basic,212.0,60.26561065823675,372.9601317512985,48,2,24.52004288694786,6,0.35266337719854113,2026-01
4123,Giza,consumer,unlimited,720.0,39.7885522908458,509.62764799871456,46,2,10.628310174913928,0,0.11410219448496384,2026-01
4124,Alex,consumer,basic,186.0,65.68539310853077,390.485064285032,62,1,19.12952765168492,0,0.21997247315557059,2026-01
4125,Cairo,consumer,basic,164.0,60.01419835873364,378.68260641914424,96,2,12.410719132544529,9,0.26615752947424043,2026-01
4126,Giza,consumer,basic,232.0,51.43495473624496,416.1357951036774,24,3,27.355235202350237,16,0.3056373075924731,2026-01
4127,Giza,consumer,unlimited,937.0,57.077780457230645,278.18680338484285,70,2,30.36387234719004,2,0.15084129735361687,2026-01
4128,Alex,consumer,basic,207.0,43.31875807445341,298.49798794600474,74,0,13.141004892161286,12,0.16237221824141124,2026-01
4129,Cairo,SME,basic,224.0,43.71578604460372,248.2623589964761,102,3,23.512860806917182,12,0.3387512298449341,2026-01
4130,Giza,consumer,basic,150.0,79.47703103095259,328.2444927173201,30,0,12.883705228980219,8,0.2556535103130475,2026-01
4131,Cairo,SME,premium,422.0,50.21449521877531,266.3262751739642,72,0,11.343659279832782,3,0.05735356458367216,2026-01
4132,Alex,enterprise,premium,667.5,58.182417755784144,444.289764722566,28,3,25.720763242275623,1,0.11512270646777595,2026-01
4133,Cairo,consumer,premium,567.0,66.06236775673918,241.62528406549163,49,3,19.113720898024134,6,0.21803628784813212,2026-01
4134,Alex,consumer,premium,480.0,47.162969427499945,260.9958204596006,80,3,21.48437433691424,7,0.3651905266199698,2026-01
4135,Alex,consumer,premium,472.0,50.72490118731531,231.99842470855043,14,2,23.697331447633324,11,0.39389854991134354,2026-01
4136,Cairo,enterprise,basic,318.0,47.90790775921847,273.20685667379905,46,3,22.30889922670468,6,0.2464478187744816,2026-01
4137,Delta,SME,unlimited,804.0,38.16912269932619,218.8729201640634,91,3,42.99354615505162,8,0.36222569566007057,2026-01
4138,UpperEgypt,consumer,premium,440.0,63.446914579236065,416.08914871610136,22,1,13.042664193796936,9,0.20994874165568406,2026-01
4139,Cairo,consumer,unlimited,788.0,47.3575470417551,430.8545678977125,82,2,18.721583285354473,0,0.16035765167449859,2026-01
4140,Delta,SME,basic,163.0,46.61253193499735,246.89619004384164,59,2,19.60138501723138,8,0.21504820115547219,2026-01
4141,UpperEgypt,consumer,unlimited,750.0,53.78275113557595,245.5958806684759,35,4,26.524488216082904,0,0.22611998561040103,2026-01
4142,Alex,consumer,unlimited,793.0,28.593519635944286,313.38560668558824,59,1,19.815411897105466,0,0.17996593051957765,2026-01
4143,Alex,consumer,unlimited,756.0,72.39668298804668,296.15939235723465,91,2,28.122835625302535,11,0.4048527393390505,2026-01
4144,Cairo,consumer,premium,581.0,57.911945128855265,131.50308672453912,78,3,26.94047573241744,6,0.3850045304511248,2026-01
4145,Alex,SME,unlimited,881.0,45.082863998431904,335.19188128814966,22,2,15.393830339119813,4,0.19083509185577668,2026-01
4146,Alex,SME,unlimited,863.0,38.5930566925176,370.69162718300413,46,5,25.08119548467055,1,0.26868816257190936,2026-01
4147,Cairo,SME,basic,240.0,63.40882361183032,382.3626908825053,37,7,32.285914269793494,1,0.34756621502106416,2026-01
4148,Giza,consumer,premium,574.0,69.29384122656148,246.02831937047915,59,3,15.413823058792712,1,0.21022005641397262,2026-01
4149,UpperEgypt,consumer,unlimited,719.0,49.708477137406064,311.3430503533227,58,3,26.530095404552345,0,0.32148619875967066,2026-01
4150,Alex,consumer,unlimited,903.0,48.373986517081576,252.63551348574853,60,2,26.575504368523973,10,0.23746531007196095,2026-01
4151,Cairo,enterprise,basic,252.0,28.83253959780779,289.4528098751634,27,2,26.267800833912517,2,0.23179568505182788,2026-01
4152,UpperEgypt,consumer,unlimited,929.0,49.19585763396975,421.44332535904124,51,2,31.686982271223822,0,0.19604031310602565,2026-01
4153,UpperEgypt,consumer,premium,582.0,15.768194387363458,267.4288353458889,39,3,29.455734942569148,4,0.2904856794113144,2026-01
4154,Giza,SME,basic,186.0,39.33697846540319,284.86479025865515,58,4,28.658561985229618,4,0.24343964858078126,2026-01
4155,Cairo,SME,premium,430.0,74.99796544721829,364.93784723236064,27,3,24.35577173875712,5,0.3279604690460276,2026-01
4156,Cairo,consumer,basic,188.0,65.9053594006337,252.74460620358695,27,0,15.246628887415685,5,0.14256583210947038,2026-01
4157,Alex,SME,basic,211.0,70.68851684868991,222.65105172042138,52,3,13.873150177874187,7,0.2408465135892455,2026-01
4158,Giza,SME,premium,546.0,29.85022845355899,321.01425163492706,35,1,23.60903662985114,9,0.18676592032095712,2026-01
4159,UpperEgypt,SME,basic,198.0,58.441976445620014,330.72905606692325,72,0,20.286942190779506,8,0.2344609023542018,2026-01
4160,UpperEgypt,SME,basic,153.0,73.37409484601994,272.3510867266407,24,3,41.77461235229262,9,0.4183614196582899,2026-01
4161,UpperEgypt,consumer,unlimited,983.0,45.145984589110505,230.46217488682666,8,0,-12.80160877007319,8,0.12205150859996243,2026-01
4162,Giza,consumer,basic,165.0,39.978521350892215,259.39129380209357,75,3,40.024655282988924,0,0.18900639336667494,2026-01
4163,Giza,consumer,unlimited,726.0,35.43040517784053,373.33714515158863,11,2,19.144409279857843,0,0.21031524690132264,2026-01
4164,Giza,consumer,basic,220.0,63.82893725533665,268.0462999055324,88,3,23.818803399663988,0,0.32574591604307357,2026-01
4165,Cairo,consumer,premium,537.0,33.78336249969329,301.89157246395564,87,3,29.360643915869673,3,0.25922950689115737,2026-01
4166,UpperEgypt,consumer,premium,515.0,65.7370930801495,339.44981880429094,0,2,27.54918580892006,3,0.30935865880178837,2026-01
4167,Alex,consumer,premium,525.0,43.271083536961136,349.04787129279794,38,1,22.15631036055158,0,0.23476400633773198,2026-01
4168,Delta,SME,unlimited,809.0,30.989528598762007,389.57662338368306,65,1,39.26243053151819,8,0.27723421043403457,2026-01
4169,Cairo,consumer,premium,564.0,70.2063633970997,182.10822553744464,25,2,24.256347581359233,12,0.25651510639341896,2026-01
4170,Alex,consumer,unlimited,911.0,21.838485823585312,297.45839565231563,3,2,10.523847209140781,8,0.320166987291439,2026-01
4171,UpperEgypt,SME,unlimited,794.0,55.781231791559485,238.754138981651,72,1,15.714572296288505,1,0.26412239328516596,2026-01
4172,Cairo,SME,unlimited,851.0,42.99040580866545,287.7840096757144,0,2,5.535373196195067,5,0.2801810611820734,2026-01
4173,Giza,SME,basic,239.0,53.59995007577903,270.7779688332886,0,3,20.946198977847676,6,0.3387527645763695,2026-01
4174,Delta,consumer,unlimited,939.0,67.92519802792197,485.1545363028038,25,1,14.553601567166098,4,0.29486494693417953,2026-01
4175,Cairo,consumer,premium,582.0,63.16277221967967,381.6704958838575,98,3,24.632519446351413,0,0.26653677891447647,2026-01
4176,Cairo,SME,basic,200.0,64.68915190068847,234.7183530263811,70,1,5.584455719004142,11,0.2460579429794144,2026-01
4177,Delta,consumer,premium,471.0,55.393524503801444,340.1066179531492,91,0,-7.528037276599083,2,0.17776648695155353,2026-01
4178,Cairo,consumer,basic,199.0,24.382083382302454,303.17224213841797,92,4,24.120498528210156,6,0.3143929053008189,2026-01
4179,Cairo,consumer,basic,191.0,39.123820311691986,279.3860641071748,18,4,32.178036523521186,5,0.43177366985780646,2026-01
4180,Giza,consumer,unlimited,742.0,42.2006108790864,406.5023331325914,47,2,34.66344792419355,13,0.39344106559360903,2026-01
4181,Alex,enterprise,premium,852.0,47.55662138888237,320.95480092748454,74,4,27.234515290841923,5,0.1962781144712599,2026-01
4182,Giza,consumer,unlimited,834.0,48.489731655924786,186.50046234320865,58,1,15.138333201807832,5,0.2670586199208342,2026-01
4183,Cairo,consumer,basic,206.0,48.325995390057535,359.5609997922002,83,1,10.662832094148834,4,0.2887195552001514,2026-01
4184,Alex,consumer,basic,249.0,53.00101561494753,391.616740030262,68,1,17.121875162782306,0,0.21088780709962193,2026-01
4185,Delta,enterprise,basic,268.5,73.41861334189002,479.81441732331575,52,3,30.856316485980322,4,0.2052453988544364,2026-01
4186,UpperEgypt,enterprise,unlimited,1482.0,39.56717046682552,207.25374169964368,52,4,44.943990380757704,12,0.3056942440375482,2026-01
4187,Delta,SME,basic,187.0,56.88983898578316,231.37624166936573,34,1,15.353948898508861,3,0.2091320417183009,2026-01
4188,Cairo,consumer,premium,522.0,57.28212792639035,367.82575990186325,64,3,17.54362902199772,16,0.4313445855429132,2026-01
4189,Cairo,consumer,basic,249.0,38.20897056110555,153.52591344616616,27,4,35.15743862614627,2,0.33761297402853924,2026-01
4190,Alex,SME,basic,225.0,49.85975377955993,133.74902448219504,38,2,18.948539061975804,10,0.2707359222031992,2026-01
4191,Giza,consumer,basic,174.0,73.25234188531911,343.45834828995874,13,3,9.557844786425285,10,0.3704982659338294,2026-01
4192,Cairo,consumer,unlimited,915.0,35.26851874606919,312.10257004400626,42,3,20.82243319235163,3,0.33389491438488894,2026-01
4193,Alex,consumer,basic,249.0,42.472475743194046,309.93604957885515,83,4,25.46277779734546,0,0.3263226478757742,2026-01
4194,Giza,SME,premium,457.0,75.05535777131307,218.84556712259504,57,1,33.09252969887817,5,0.3439000059638577,2026-01
4195,Delta,consumer,unlimited,781.0,36.45286489626436,408.40502317648924,90,1,16.077912171880595,0,0.22461367333148027,2026-01
4196,Giza,enterprise,basic,367.5,45.20238444783114,285.2936940406803,113,2,18.88276495128742,9,0.1612813403841789,2026-01
4197,Alex,consumer,premium,519.0,21.858181085714282,393.0515053064421,85,1,4.659532385640535,11,0.2572201612199917,2026-01
4198,UpperEgypt,enterprise,premium,894.0,38.152190583620424,287.1638676084403,39,1,8.940354373543226,5,0.1027236271762596,2026-01
4199,Alex,consumer,basic,159.0,49.41719649166408,432.9885279127866,60,3,35.922729135411245,2,0.23790138202050368,2026-01
4200,Cairo,consumer,premium,496.0,47.312802837088,278.5330088047371,52,2,6.692798771584743,0,0.11386570539641007,2026-01
4201,Delta,consumer,premium,487.0,46.78867678675983,205.46637459465742,114,2,16.732843534552583,4,0.2205500186123323,2026-01
4202,Cairo,SME,premium,530.0,42.97787101213261,374.0478442315999,41,2,19.87405798791492,7,0.28323094861403647,2026-01
4203,Delta,consumer,unlimited,985.0,27.413174869297553,347.66477803249364,76,4,20.818250719024785,12,0.4670220861427453,2026-01
4204,Delta,consumer,premium,412.0,82.60570104597946,293.720632151955,49,2,29.226326032843428,12,0.2630998306479391,2026-01
4205,Alex,consumer,basic,237.0,79.39744500215801,273.333210831127,82,1,16.98191255339674,8,0.19721452979091064,2026-01
4206,Giza,consumer,unlimited,844.0,63.55856833195769,232.59079675288734,79,3,23.17525920314894,11,0.28441433101924035,2026-01
4207,Delta,enterprise,unlimited,1210.5,38.21337271540378,208.91368918962561,85,1,9.188813166879054,1,0.12118525011115422,2026-01
4208,Cairo,consumer,basic,214.0,66.83580961533403,165.26101342793754,43,2,20.958250260091212,1,0.3100287770691813,2026-01
4209,UpperEgypt,consumer,basic,247.0,52.01794021691611,369.9275007613981,51,1,14.618147347576578,9,0.2755536912356892,2026-01
4210,Cairo,consumer,premium,400.0,32.60053828129202,252.44082905805467,20,2,22.263232333566876,0,0.22918917812441134,2026-01
4211,Alex,consumer,unlimited,866.0,50.718220855805306,380.9126406691212,49,3,24.963697561795744,0,0.19317240018890344,2026-01
4212,Cairo,consumer,basic,195.0,48.9808649151029,452.22227412073147,39,3,40.30911417468941,0,0.21521220595794824,2026-01
4213,Delta,consumer,basic,173.0,39.64915573859598,282.67392985997276,67,2,10.829433724687833,1,0.13728367250284296,2026-01
4214,UpperEgypt,consumer,premium,400.0,58.60242097788576,183.73498303298544,8,1,4.297851643624807,2,0.21631946344833206,2026-01
4215,Cairo,consumer,premium,554.0,62.34861575876799,371.6837745835509,21,1,15.908920749405024,1,0.1293306339977845,2026-01
4216,UpperEgypt,SME,unlimited,788.0,48.153404962363865,281.87608502421114,91,2,20.525278126830532,7,0.20544960700860587,2026-01
4217,Cairo,consumer,basic,167.0,49.98587201759006,251.64130331642957,30,1,25.338419044002283,3,0.288978138001021,2026-01
4218,Delta,consumer,basic,190.0,55.233155523917915,302.1313320983471,80,4,35.61162492296147,5,0.2898079612112924,2026-01
4219,Cairo,consumer,basic,208.0,63.236623358849215,308.43074675749955,83,0,16.604823866607926,0,0.22412431150081086,2026-01
4220,Delta,enterprise,unlimited,1165.5,51.437162025784,232.88837728368773,70,2,27.571675113888126,0,0.15460687211589605,2026-01
4221,Alex,SME,basic,220.0,74.7922773428131,409.98142735258176,38,3,20.371833579842214,0,0.24482674340130686,2026-01
4222,Alex,consumer,premium,588.0,39.78308096415379,252.39295439485926,54,1,17.341407590669153,0,0.10476991085997345,2026-01
4223,Giza,consumer,unlimited,968.0,25.011356851830428,347.5968748476411,60,0,29.62370624495984,11,0.24811787798112278,2026-01
4224,Alex,SME,premium,551.0,59.508439809454,245.6498716035881,79,0,3.8519891655473444,15,0.34747709072953775,2026-01
4225,Cairo,SME,unlimited,906.0,50.49579815022839,309.08632612696005,63,2,23.84196351847849,0,0.1094823593187207,2026-01
4226,Alex,consumer,unlimited,767.0,31.51283114466612,403.68270402912583,52,1,9.262554707453361,18,0.3447278452940634,2026-01
4227,UpperEgypt,SME,basic,181.0,33.70415242890286,320.8489931123715,43,3,18.965289788463853,2,0.34714359556585206,2026-01
4228,UpperEgypt,consumer,unlimited,735.0,46.05260565522756,118.4595148108842,42,2,28.49894591243678,0,0.16709987053597425,2026-01
4229,Giza,SME,unlimited,795.0,35.305871048086715,346.36204202007804,61,4,22.21804739207706,5,0.22212709141436282,2026-01
4230,Cairo,enterprise,premium,628.5,58.289554095118646,256.7829165169671,74,1,26.651298358810205,11,0.14440937753165178,2026-01
4231,UpperEgypt,consumer,basic,188.0,63.1128491631786,400.5190150106569,26,1,19.250705402498344,10,0.17635025974431004,2026-01
4232,Giza,SME,basic,178.0,32.2510839622276,281.45286612990554,20,1,13.17909187928979,14,0.3286768304637417,2026-01
4233,Delta,SME,premium,487.0,40.114762272599776,356.2979366455177,29,2,2.0139467896923064,9,0.30027122402434836,2026-01
4234,Alex,consumer,premium,542.0,32.64303254229429,252.03773338086364,96,3,17.890513968515926,7,0.3465997583679464,2026-01
4235,Giza,SME,unlimited,888.0,71.63554609388837,303.24086593862063,12,3,12.54797136952076,10,0.40182777903344047,2026-01
4236,Giza,consumer,basic,202.0,63.535699227161324,201.61307962800217,65,3,22.641564318930385,1,0.2024979197248571,2026-01
4237,Alex,consumer,premium,546.0,44.00718364732627,282.9404948374639,50,1,13.697902138631777,5,0.2391475658068899,2026-01
4238,Cairo,consumer,basic,237.0,57.87463233110935,299.854683888521,67,2,11.043945512977054,6,0.28938984409416424,2026-01
4239,Delta,SME,premium,532.0,44.53208283032383,376.6075251612133,36,1,23.160500798873983,5,0.17601891896766758,2026-01
4240,Alex,SME,unlimited,957.0,58.060952633129794,291.17968683923954,52,2,17.137732503049186,8,0.1811372226581853,2026-01
4241,Cairo,SME,unlimited,954.0,75.00905327496842,359.9320339086434,46,4,24.074960307994523,2,0.3612875044366253,2026-01
4242,UpperEgypt,consumer,premium,565.0,46.948218771189936,250.38720863080835,6,1,16.807188881740025,4,0.30191025806336214,2026-01
4243,UpperEgypt,consumer,basic,187.0,33.341264415075244,306.73692663615185,0,3,39.09997437790033,7,0.434886849515039,2026-01
4244,Cairo,consumer,unlimited,864.0,35.27382851697057,341.5560866376149,54,0,10.354612110281607,1,0.13436051421273323,2026-01
4245,Cairo,consumer,unlimited,802.0,35.87967639366852,319.65387385666816,0,2,22.718819084225732,7,0.273140310710031,2026-01
4246,Delta,enterprise,unlimited,1281.0,60.47907273036955,321.2023292906418,51,0,0.6999604192127747,4,0.07940242166157024,2026-01
4247,Cairo,consumer,unlimited,736.0,54.65559549613109,436.8649281999981,8,2,14.193961034251585,7,0.26539793991289584,2026-01
4248,Cairo,consumer,premium,518.0,60.954767001943054,229.41598203319666,38,2,26.485770987676425,2,0.3014485769020554,2026-01
4249,Delta,SME,unlimited,787.0,29.744257123454354,379.5814671079138,48,4,33.74752504931347,0,0.3128886823508749,2026-01
4250,UpperEgypt,consumer,basic,225.0,43.487303539328295,256.4085423702117,20,2,11.07060059563854,2,0.18782725967098596,2026-01
4251,Giza,consumer,unlimited,797.0,31.56956452153071,410.97207379784277,19,0,20.465135041957705,8,0.2764748194850615,2026-01
4252,Delta,consumer,basic,155.0,72.44302881377988,281.0562802422678,33,2,27.506435542266086,0,0.251331693460227,2026-01
4253,Cairo,consumer,premium,429.0,47.84511185527456,337.32215031730976,13,2,26.12125352148851,0,0.14472363512163222,2026-01
4254,UpperEgypt,SME,premium,423.0,55.45294263195701,325.28210096224336,61,1,29.80153395531675,1,0.1623675844526421,2026-01
4255,Cairo,SME,unlimited,960.0,45.9598761098653,389.172039806917,30,1,8.708696088480867,9,0.14935392238432385,2026-01
4256,Alex,consumer,unlimited,983.0,43.460260967995154,210.8406247274837,66,2,23.48785114750606,2,0.19745701038387975,2026-01
4257,Cairo,consumer,unlimited,835.0,92.78102240571098,221.24609166290685,70,3,24.41821957629334,9,0.3254421906209561,2026-01
4258,UpperEgypt,SME,premium,587.0,47.50063905845188,430.1438648620416,0,4,50.328678424509825,0,0.3066455162879836,2026-01
4259,Alex,consumer,unlimited,928.0,56.13876136986234,359.15701882853716,97,1,16.62623579206958,2,0.2353300920881184,2026-01
4260,UpperEgypt,consumer,unlimited,951.0,47.185546065657135,357.4394705477143,28,2,15.715275254711932,5,0.30584903058352425,2026-01
4261,UpperEgypt,consumer,basic,199.0,54.70506732296163,229.63800243363747,26,0,20.708775344418243,6,0.18169262667083047,2026-01
4262,Alex,consumer,premium,487.0,50.80513983252766,280.86178532054913,92,3,36.1516257149389,8,0.25364033415405124,2026-01
4263,UpperEgypt,consumer,basic,175.0,33.02646854910191,258.1745110073055,37,3,40.386111253494576,9,0.32599813402618305,2026-01
4264,Delta,consumer,premium,403.0,35.561192592240566,382.9184753138619,78,2,34.14294559124553,7,0.3830676173339784,2026-01
4265,Cairo,consumer,basic,221.0,61.192121730856975,428.9769634168189,37,1,9.013341646033178,0,0.06889466588515626,2026-01
4266,Giza,SME,unlimited,827.0,53.9232402697825,378.4029704527772,33,0,21.032597998964352,1,0.24306930108220076,2026-01
4267,Giza,SME,unlimited,779.0,65.90730051748302,247.8029710869586,28,3,25.6146464739357,9,0.2636904728719378,2026-01
4268,UpperEgypt,consumer,premium,513.0,54.55875633905087,222.11168153232273,40,3,44.42982345982784,6,0.37092062573952195,2026-01
4269,Cairo,SME,unlimited,826.0,55.12991463714395,347.9239602867964,51,2,24.167159890908096,0,0.2451610327731204,2026-01
4270,Delta,SME,basic,204.0,32.03724408027077,287.1896869054667,70,1,23.50861053037118,7,0.3231775733213893,2026-01
4271,Delta,consumer,premium,433.0,29.563896762491687,285.1827023407006,38,1,16.841347315556376,5,0.19300405010856642,2026-01
4272,Cairo,consumer,unlimited,804.0,44.58945609786707,177.64873945780528,103,2,36.60137640513781,0,0.16952738420958477,2026-01
4273,Alex,enterprise,basic,277.5,40.398268726059484,258.2966430022225,131,2,31.200193407115172,9,0.21505078103772468,2026-01
4274,Alex,SME,basic,183.0,66.81952983721045,226.94137910146483,120,2,12.291867845397292,17,0.42885661815820825,2026-01
4275,Cairo,consumer,basic,160.0,41.98940040776802,269.0333562862864,45,1,2.5877573463842864,11,0.24931490970938114,2026-01
4276,Alex,consumer,basic,241.0,81.69568149370423,410.0640291769295,57,1,29.235732842268142,3,0.21449641157081523,2026-01
4277,Giza,consumer,premium,574.0,81.69951679526521,339.6841897906244,97,0,17.935571931295026,2,0.24402576718534152,2026-01
4278,Cairo,consumer,unlimited,920.0,30.487085921118688,313.319035831862,65,2,23.198917592267037,0,0.25370693087453033,2026-01
4279,Cairo,SME,basic,187.0,44.321819012069156,328.98940603132337,45,2,24.84920946162238,3,0.3356501977264469,2026-01
4280,Cairo,consumer,basic,210.0,58.04832180589332,424.3985858691657,83,2,27.502531705587558,6,0.25400410057200234,2026-01
4281,Delta,SME,unlimited,858.0,60.77218960407916,235.6201201809688,44,2,29.919169077984,11,0.35547153876377063,2026-01
